id,base_qwen_green,medgemma_green,zc_only_green,rology_only_green,zc_rology_green
68fe0e42ea4332043ee4bcd4,0.5714285714285714,0.3333333333333333,0.42857142857142855,0.5,0.5
68fe3043dd36b40002d48a78,0.3333333333333333,0.2,0.0,0.4,0.4
68fe34e65c3fcb000274e025,1.0,0.7142857142857143,0.0,1.0,1.0
68fe49b91048f0000200cabd,1.0,0.8333333333333334,0.0,1.0,1.0
68fe689fc5ad770002bb2462,0.4,0.2,0.0,0.8,0.4
68ff3bd4ea43328bba38b6c4,0.75,0.25,0.0,0.8333333333333334,0.8333333333333334
68ff5e56f7b2ce0002983a5f,1.0,0.8,0.0,1.0,1.0
68ff63c7d29514000233d6d5,1.0,0.6666666666666666,0.0,1.0,1.0
68ff6a06ea43328bba392ef3,0.0,0.0,0.0,0.0,0.0
68ff7672ea43328bba39463c,1.0,0.8333333333333334,0.42857142857142855,0.5,0.5714285714285714
68ff7674ea43328bba394651,1.0,0.6666666666666666,0.25,1.0,0.25
68ff7676ea43328bba39465a,0.14285714285714285,0.2857142857142857,0.125,0.5,0.5
68ff7677ea43328bba39465d,0.2857142857142857,0.16666666666666666,0.42857142857142855,0.75,0.75
68ff8ebcf4496a0002b6c4c0,1.0,1.0,0.0,1.0,1.0
68ff9880ea43328bba39a4d6,0.625,0.5,0.2,0.5714285714285714,0.5714285714285714
68ffb9a5c506e200025df199,0.14285714285714285,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285
68ffbb86ea43328bba39f80a,0.3333333333333333,0.2857142857142857,0.4,0.8333333333333334,0.5714285714285714
68ffbb86ea43328bba39f80d,1.0,0.16666666666666666,0.25,0.5714285714285714,0.375
68ffbb90ea43328bba39f82b,0.3333333333333333,0.14285714285714285,0.25,0.5,0.5
6900476b3e464600029153dd,0.75,0.6,0.3333333333333333,0.8,0.8
69007a515c3f200002ef06b0,0.14285714285714285,0.3333333333333333,0.0,0.75,0.75
69008c2fbbc5f9000225ad43,1.0,0.8,0.0,1.0,1.0
69009615599d990002629dd2,1.0,0.5,0.0,1.0,1.0
69009d43ea43328bba3b1180,1.0,0.8333333333333334,0.0,1.0,1.0
6900a529ea43328bba3b249e,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0
6900ad36de26bb0002405c24,1.0,0.6,1.0,0.8,0.0
