id,model,bleu,rouge1,rouge2,rougeL,bertscore,radeval_bertscore,ratescore,temporal_f1
68fe0e42ea4332043ee4bcd4,base_qwen,5.271255356585515e-06,0.27472527472527475,0.12222222222222223,0.21978021978021975,0.46372464299201965,0.4895288944244385,0.6317495969042132,1.9999999994e-10
68fe3043dd36b40002d48a78,base_qwen,4.145715721041855e-06,0.36444444444444446,0.12556053811659193,0.2133333333333333,0.5686632394790649,0.6311325430870056,0.693828796217001,1.0
68fe34e65c3fcb000274e025,base_qwen,4.346901752001248e-06,0.2566844919786096,0.10810810810810813,0.23529411764705882,0.5008577704429626,0.6245806217193604,0.67285557777647,1.0
68fe49b91048f0000200cabd,base_qwen,0.030720209386032434,0.2622950819672131,0.13259668508287292,0.24043715846994537,0.4878416657447815,0.6117678284645081,0.6477997019322685,1.0
68fe689fc5ad770002bb2462,base_qwen,0.03347533034922511,0.31,0.12121212121212122,0.24000000000000002,0.510197639465332,0.6332858800888062,0.577714636041845,1.0
68ff3bd4ea43328bba38b6c4,base_qwen,0.027057059207199023,0.26126126126126126,0.11818181818181818,0.2072072072072072,0.4980824589729309,0.5808830261230469,0.5944805927554768,1.0
68ff5e56f7b2ce0002983a5f,base_qwen,3.2767864119712483e-06,0.2577319587628866,0.10416666666666666,0.21649484536082475,0.49171513319015503,0.5429412126541138,0.6794086951787875,1e-10
68ff63c7d29514000233d6d5,base_qwen,5.09054721479326e-06,0.3060109289617487,0.13259668508287292,0.26229508196721313,0.47053053975105286,0.5980874300003052,0.7026817781515786,1e-10
68ff6a06ea43328bba392ef3,base_qwen,8.74263712993017e-10,0.29999999999999993,0.07246376811594203,0.17142857142857143,0.43973425030708313,0.4266616702079773,0.4671073913290658,1.0
68ff7672ea43328bba39463c,base_qwen,5.330603104965258e-06,0.3285714285714286,0.10144927536231885,0.2,0.49927887320518494,0.5824186205863953,0.41509970061882134,1.0
68ff7674ea43328bba394651,base_qwen,4.012904508308493e-06,0.25210084033613445,0.12711864406779663,0.21008403361344538,0.42569872736930847,0.5277454257011414,0.4682067343892497,1.0
68ff7676ea43328bba39465a,base_qwen,2.9384620860593717e-06,0.26905829596412556,0.09049773755656108,0.20627802690582955,0.46966877579689026,0.5570100545883179,0.6589409636029241,1.9999999994e-10
68ff7677ea43328bba39465d,base_qwen,0.02648308068478658,0.2545454545454546,0.11009174311926606,0.2181818181818182,0.4981917440891266,0.6000563502311707,0.5772301335113106,3.9999999996e-11
68ff8ebcf4496a0002b6c4c0,base_qwen,0.04016947421718092,0.3246753246753247,0.15789473684210525,0.2857142857142857,0.538935124874115,0.6002019047737122,0.6647605496615143,1.0
68ff9880ea43328bba39a4d6,base_qwen,4.806946246267194e-06,0.3333333333333333,0.11627906976744187,0.26436781609195403,0.4635776877403259,0.5978456139564514,0.5937980923265125,1.0
68ffb9a5c506e200025df199,base_qwen,9.343056173572535e-10,0.3541666666666667,0.14736842105263157,0.20833333333333334,0.5622503757476807,0.6044033765792847,0.5688870978870431,1.0
68ffbb86ea43328bba39f80a,base_qwen,3.025201335591204e-06,0.23076923076923078,0.09482758620689653,0.17094017094017092,0.42269736528396606,0.5382656455039978,0.5708533238263387,1.0
68ffbb86ea43328bba39f80d,base_qwen,4.694155014423806e-06,0.32967032967032966,0.0959409594095941,0.21245421245421245,0.43752071261405945,0.5063343048095703,0.551002250215501,1.0
68ffbb90ea43328bba39f82b,base_qwen,0.033640077215430615,0.31999999999999995,0.1313131313131313,0.21999999999999997,0.49936333298683167,0.6253403425216675,0.5281202914460131,1e-10
6900476b3e464600029153dd,base_qwen,3.7639438782714277e-06,0.27999999999999997,0.0808080808080808,0.19,0.4517037272453308,0.5677428841590881,0.5803950590204063,1e-10
69007a515c3f200002ef06b0,base_qwen,4.432906367435892e-06,0.2857142857142857,0.09615384615384616,0.2380952380952381,0.4929729700088501,0.6004300713539124,0.6079350412085994,3.9999999996e-11
69008c2fbbc5f9000225ad43,base_qwen,3.7535279226150713e-06,0.24880382775119614,0.10628019323671499,0.22009569377990432,0.48675599694252014,0.5893438458442688,0.6702269955766138,1e-10
69009615599d990002629dd2,base_qwen,6.708118780388412e-06,0.4297520661157025,0.11764705882352941,0.23140495867768596,0.5783724188804626,0.5811535716056824,0.6243026182975565,1.0
69009d43ea43328bba3b1180,base_qwen,0.027373076192215965,0.2617801047120419,0.10582010582010583,0.23036649214659685,0.5014361143112183,0.5796669125556946,0.5872717512533299,1.0
